"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","1","118","2203422236672","11255808","5509120","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (TabNine)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2732","8",,"False","9/11/2024 10:14:40 AM",,"22656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5509120","5509120","128664","128664","5632000","5632000","11321344","11321344","2203470741504","152518656","True","Normal","5509120","5509120","255","1",,"System.Diagnostics.ProcessThreadCollection","118","2203422236672","104013824","False",,,,"11255808","11255808",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","1","113","2203420839936","7196672","1384448","9096","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 90 --height 19 --signal 0x638 --server 0x634","System.Diagnostics.Process (Code)","Microsoft Corporation","0.359375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3324","8",,"False","9/11/2024 10:20:50 AM",,"25092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1384448","1384448","137264","137264","1470464","1470464","7237632","7237632","2203422937088","104714240","True","Normal","1384448","1384448","255","1",,"System.Diagnostics.ProcessThreadCollection","113","2203420839936","102617088","False",,,,"7196672","7196672",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.1718750","00:00:00.3593750","00:00:00.1875000","conhost","0","","True",,
"csrss","0","787","2203418718208","5074944","2437120","28200",,,,,,,,,,"Process",,,"13",,,,,"844",".",,,,"28200","28200","2437120","2437120","265328","265328","2740224","2740224","6082560","6082560","2203421671424","103448576",,,"2437120","2437120",,"0",,"System.Diagnostics.ProcessThreadCollection","787","2203418718208","100495360","False",,,,"5074944","5074944",,,,,,"csrss","0","","True",,
"csrss","1","1105","2203472228352","7241728","3543040","41992",,,,,,,,,,"Process",,,"13",,,,,"940",".",,,,"41992","41992","3543040","3543040","387352","387352","6836224","6836224","20013056","20013056","2203489677312","171454464",,,"3543040","3543040",,"1",,"System.Diagnostics.ProcessThreadCollection","1105","2203472228352","154005504","False",,,,"7241728","7241728",,,,,,"csrss","0","","True",,
"ctfmon","1","613","2203527540736","31879168","15073280","21816",,,,,"240.6875",,,,,"Process",,,"13",,"False","8/22/2024 8:05:09 AM",,"10628",".",,,,"21816","21816","15073280","15073280","298824","298824","16633856","16633856","34562048","34562048","2203534680064","216457216",,,"15073280","15073280",,"1",,"System.Diagnostics.ProcessThreadCollection","613","2203527540736","209317888","False",,,,"31879168","31879168",,,"00:02:18.1875000","00:04:00.6875000","00:01:42.5000000","ctfmon","0","","True",,
"dasHost","0","509","2203433775104","18567168","8241152","22136",,,,,,,,,,"Process",,,"8",,,,,"4412",".",,,,"22136","22136","8241152","8241152","160832","160832","8871936","8871936","20103168","20103168","2203443212288","124989440",,,"8241152","8241152",,"0",,"System.Diagnostics.ProcessThreadCollection","509","2203433775104","115552256","False",,,,"18567168","18567168",,,,,,"dasHost","0","","True",,
"dasHost","0","95","2203374133248","4775936","901120","6248",,,,,,,,,,"Process",,,"8",,,,,"11080",".",,,,"6248","6248","901120","901120","40264","40264","1060864","1060864","5259264","5259264","2203377422336","59199488",,,"901120","901120",,"0",,"System.Diagnostics.ProcessThreadCollection","95","2203374133248","55910400","False",,,,"4775936","4775936",,,,,,"dasHost","0","","True",,
"dllhost","1","2484","2203594543104","22437888","11771904","36032","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","6.28125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4716","8",,"False","8/22/2024 8:04:59 AM",,"8500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36032","36032","11771904","11771904","214176","214176","14077952","14077952","24641536","24641536","2203604385792","286162944","True","Normal","11771904","11771904","255","1",,"System.Diagnostics.ProcessThreadCollection","2484","2203594543104","276320256","False",,,,"22437888","22437888",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:02.2187500","00:00:06.2812500","00:00:04.0625000","dllhost","0","","True",,
"dllhost","1","196","2203495129088","9248768","2994176","18896","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{17696EAC-9568-4CF5-BB8C-82515AAD6C09}",,"Microsoft Corporation","0.046875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5132","8",,"False","9/6/2024 9:05:53 AM",,"8732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18896","18896","2994176","2994176","112728","112728","3379200","3379200","10186752","10186752","2203568898048","250675200","True","Normal","2994176","2994176","255","1",,"System.Diagnostics.ProcessThreadCollection","196","2203495129088","176906240","False",,,,"9248768","9248768",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0312500","00:00:00.0468750","00:00:00.0156250","dllhost","0","","True",,
"dllhost","1","126","2203405348864","7053312","1368064","8016","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{B21858C6-9711-4257-99C8-5C0084BEBCE1}",,"Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5168","8",,"False","8/30/2024 1:58:36 PM",,"15576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1368064","1368064","102256","102256","1765376","1765376","7802880","7802880","2203412680704","94457856","True","Normal","1368064","1368064","255","1",,"System.Diagnostics.ProcessThreadCollection","126","2203405348864","87126016","False",,,,"7053312","7053312",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","dllhost","0","","True",,
"dllhost","1","165","2203410235392","8310784","2605056","17040","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{DFB65C4C-B34F-435D-AFE9-A86218684AA8}",,"Microsoft Corporation","0.15625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5200","8",,"False","9/6/2024 9:05:52 AM",,"16164",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17040","17040","2605056","2605056","111192","111192","3198976","3198976","9920512","9920512","2203416526848","98304000","True","Normal","2605056","2605056","255","1",,"System.Diagnostics.ProcessThreadCollection","165","2203410235392","92012544","False",,,,"8310784","8310784",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0937500","00:00:00.1562500","00:00:00.0625000","dllhost","0","","True",,
"docker","1","124","5073928192","23732224","27426816","11592","C:\Program Files\Docker\Docker\resources\bin\docker.exe","docker.exe serve --address npipe:////./pipe/dockerCliApi","System.Diagnostics.Process (com.docker.backend)",,"2.859375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5256","8",,"False","9/6/2024 9:05:51 AM",,"22664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11592","11592","27426816","27426816","160984","160984","29270016","29270016","27668480","27668480","5078126592","783159296","False","Normal","27426816","27426816","255","1",,"System.Diagnostics.ProcessThreadCollection","124","5073928192","778960896","False",,,,"23732224","23732224",,"System.Diagnostics.ProcessModule (docker.exe)","00:00:01","00:00:02.8593750","00:00:01.8593750","docker","0","","True",,
"Docker Desktop","1","185","2238025043968","172101632","11702272","12688","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\cdsl\AppData\Roaming\Docker Desktop"" /prefetch:7 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\cdsl\AppData\Local\Docker\log\host\electron-crash-reports ""--annotation=_productName=Docker Desktop"" --annotation=_version=4.22.1 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=23.3.4 --initial-client-data=0x7cc,0x854,0x518,0x7d8,0x85c,0x7ff63efc4798,0x7ff63efc47a8,0x7ff63efc47b8","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","0.046875","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5292","8",,"False","9/6/2024 9:05:55 AM",,"15248",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12688","12688","11702272","11702272","528048","528048","11796480","11796480","175710208","175710208","2238050017280","372056064","True","Normal","11702272","11702272","255","1",,"System.Diagnostics.ProcessThreadCollection","185","2238025043968","347082752","False",,,,"172101632","172101632",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:00","00:00:00.0468750","00:00:00.0468750","Docker Desktop","0","","True",,
"Docker Desktop","1","277","2238057459712","174161920","15187968","15728","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Docker Desktop"" --standard-schemes --secure-schemes --bypasscsp-schemes --cors-schemes --fetch-schemes=docker-hub,docker-extensions-be --service-worker-schemes --streaming-schemes --mojo-platform-channel-handle=2140 --field-trial-handle=1876,i,15043843424062577791,10632804661115773481,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","0.453125","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5208","8",,"False","9/6/2024 9:05:55 AM",,"19400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15728","15728","15187968","15187968","542592","542592","24576000","24576000","177868800","177868800","2238231523328","553562112","True","Normal","15187968","15187968","255","1",,"System.Diagnostics.ProcessThreadCollection","277","2238057459712","379498496","False",,,,"174161920","174161920",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:00.0625000","00:00:00.4531250","00:00:00.3906250","Docker Desktop","0","","True",,
"Docker Desktop","1","913","2238557089792","194600960","103374848","25264","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --type=gpu-process --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Docker Desktop"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1848 --field-trial-handle=1876,i,15043843424062577791,10632804661115773481,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","3.375","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5356","10",,"False","9/6/2024 9:05:55 AM",,"20856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25264","25264","103374848","103374848","1008712","1008712","216420352","216420352","241803264","241803264","2238690463744","1012502528","True","AboveNormal","103374848","103374848","255","1",,"System.Diagnostics.ProcessThreadCollection","913","2238557089792","879128576","False",,,,"194600960","194600960",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:00.4843750","00:00:03.3750000","00:00:02.8906250","Docker Desktop","0","","True",,
"Docker Desktop","1","715","5198520320","69824512","78962688","53376","C:\Program Files\Docker\Docker\Docker Desktop.exe","""C:\Program Files\Docker\Docker\Docker Desktop.exe"" ",,"Docker Inc.","23.28125","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5340","8",,"False","9/6/2024 9:05:50 AM",,"22116",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53376","53376","78962688","78962688","734224","734224","79204352","79204352","94363648","94363648","5266427904","971460608","True","Normal","78962688","78962688","255","1",,"System.Diagnostics.ProcessThreadCollection","715","5198520320","903553024","False",,,,"69824512","69824512",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:09.8593750","00:00:23.2812500","00:00:13.4218750","Docker Desktop","0","","True",,
"Docker Desktop","1","842","3408169181184","210280448","90374144","35072","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --name=dashboard","System.Diagnostics.Process (com.docker.backend)","Docker Inc.","15.734375","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5416","8",,"False","9/6/2024 9:05:53 AM",,"24012",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35072","35072","90374144","90374144","784544","784544","91467776","91467776","222842880","222842880","3410638790656","434757632","True","Normal","90374144","90374144","255","1",,"System.Diagnostics.ProcessThreadCollection","842","3408169181184","-2034851840","False",,,,"210280448","210280448",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:09.0625000","00:00:15.7343750","00:00:06.6718750","Docker Desktop","0","","True",,
"dptf_helper","1","108","2203424014336","6086656","1712128","8832","C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\dptf_helper.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\dptf_helper.exe""",,"Intel Corporation","228.1875","8.7.10802.26924","8.7.10802.26924","Intel(R) Dynamic Tuning Utility Application","Intel(R) Dynamic Tuning Utility Application","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3660","8",,"False","8/22/2024 8:04:58 AM",,"1840",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","1712128","1712128","128760","128760","2433024","2433024","6955008","6955008","2203430674432","112451584","True","Normal","1712128","1712128","255","1",,"System.Diagnostics.ProcessThreadCollection","108","2203424014336","105791488","False",,,,"6086656","6086656",,"System.Diagnostics.ProcessModule (dptf_helper.exe)","00:03:37.2812500","00:03:48.1875000","00:00:10.9062500","dptf_helper","0","","True",,
"dwm","1","3081","2204233273344","191971328","264081408","86664",,,,,,,,,,"Process",,,"13",,,,,"2508",".",,,,"86664","86664","264081408","264081408","1420080","1420080","353017856","353017856","277450752","277450752","2204280893440","962670592",,,"264081408","264081408",,"1",,"System.Diagnostics.ProcessThreadCollection","3081","2204233273344","915050496","False",,,,"191971328","191971328",,,,,,"dwm","0","","True",,
"esif_uf","0","147","2203398316032","7999488","1978368","8760",,,,,,,,,,"Process",,,"13",,,,,"4276",".",,,,"8760","8760","1978368","1978368","81624","81624","2154496","2154496","8630272","8630272","2203412586496","94363648",,,"1978368","1978368",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203398316032","80093184","False",,,,"7999488","7999488",,,,,,"esif_uf","0","","True",,
"explorer","1","3164","2204447469568","280973312","222400512","108656","C:\WINDOWS\Explorer.EXE","C:\WINDOWS\Explorer.EXE",,"Microsoft Corporation","9.640625","10.0.22621.3235 (WinBuild.160101.0800)","10.0.22621.3235","Windows Explorer","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5420","8",,"False","9/11/2024 9:55:03 AM",,"6716",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","108656","108656","222400512","222400512","2646920","2646920","254529536","254529536","313274368","313274368","2207494299648","-118890496","True","Normal","222400512","222400512","255","1",,"System.Diagnostics.ProcessThreadCollection","3164","2204447469568","1129246720","False",,,,"280973312","280973312",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:00:04.7812500","00:00:09.6406250","00:00:04.8593750","explorer","16517278","","True",,
"fontdrvhost","1","42","2203501559808","8929280","4046848","9512",,,,,,,,,,"Process",,,"8",,,,,"1212",".",,,,"9512","9512","4046848","4046848","250088","250088","4124672","4124672","9486336","9486336","2203503656960","185434112",,,"4046848","4046848",,"1",,"System.Diagnostics.ProcessThreadCollection","42","2203501559808","183336960","False",,,,"8929280","8929280",,,,,,"fontdrvhost","0","","True",,
"fontdrvhost","0","42","2203393449984","3620864","1675264","7336",,,,,,,,,,"Process",,,"8",,,,,"1216",".",,,,"7336","7336","1675264","1675264","45080","45080","1748992","1748992","3981312","3981312","2203396055040","77832192",,,"1675264","1675264",,"0",,"System.Diagnostics.ProcessThreadCollection","42","2203393449984","75227136","False",,,,"3620864","3620864",,,,,,"fontdrvhost","0","","True",,
"GameBar","1","798","2203854209024","57118720","41275392","39624","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.124.5142.0_x64__8wekyb3d8bbwe\GameBar.exe","""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.124.5142.0_x64__8wekyb3d8bbwe\GameBar.exe"" -ServerName:App.AppXbdkk0yrkwpcgeaem8zk81k8py1eaahny.mca",,"Microsoft Corporation","0.59375","7.124.05142.0","7.124.05142.0","Game Bar","Game Bar","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1504","8",,"False","9/6/2024 7:46:15 AM",,"20164",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39624","39624","41275392","41275392","766200","766200","60887040","60887040","101527552","101527552","2203870412800","552189952","True","Normal","41275392","41275392","255","1",,"System.Diagnostics.ProcessThreadCollection","798","2203854209024","535986176","False",,,,"57118720","57118720",,"System.Diagnostics.ProcessModule (GameBar.exe)","00:00:00.1250000","00:00:00.5937500","00:00:00.4687500","GameBar","0","","True",,
"GameBarFTServer","1","263","2203468197888","14426112","2994176","13728","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.124.5142.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe","""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.124.5142.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe"" -Embedding",,"Microsoft Corporation","0.203125","7.124.05142.0","7.124.05142.0","Game Bar Full Trust COM Server","Game Bar","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2880","8",,"False","9/6/2024 7:46:15 AM",,"1424",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13728","13728","2994176","2994176","205480","205480","3354624","3354624","15953920","15953920","2203483770880","165548032","True","Normal","2994176","2994176","255","1",,"System.Diagnostics.ProcessThreadCollection","263","2203468197888","149975040","False",,,,"14426112","14426112",,"System.Diagnostics.ProcessModule (GameBarFTServer.exe)","00:00:00.1406250","00:00:00.2031250","00:00:00.0625000","GameBarFTServer","0","","True",,
"HxAccounts","1","694","2203842666496","58753024","42471424","34160","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22041.0_x64__8wekyb3d8bbwe\HxAccounts.exe","""C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22041.0_x64__8wekyb3d8bbwe\HxAccounts.exe"" -ServerName:microsoft.windowslive.manageaccounts.AppXdbf3yp5apt3t7q877db3gnz5zqpf71zj.mca",,"Microsoft Corporation","0.078125","16.0.14326.22041","16.0.14326.22041","Microsoft Outlook Accounts","Microsoft Office","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3884","8",,"False","9/9/2024 12:04:01 PM",,"14908",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34160","34160","42471424","42471424","899424","899424","43053056","43053056","88948736","88948736","2203853152256","534929408","True","Normal","42471424","42471424","255","1",,"System.Diagnostics.ProcessThreadCollection","694","2203842666496","524443648","False",,,,"58753024","58753024",,"System.Diagnostics.ProcessModule (HxAccounts.exe)","00:00:00.0468750","00:00:00.0781250","00:00:00.0312500","HxAccounts","2165388","Mail and Calendar Accounts","False",,
"HxOutlook","1","956","2203929780224","2150400","47620096","40408","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22041.0_x64__8wekyb3d8bbwe\HxOutlook.exe","""C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22041.0_x64__8wekyb3d8bbwe\HxOutlook.exe"" -ServerName:microsoft.windowslive.mail.AppXfbjsbkxvprcgqg6q4c9jfr0pn3kv9x5s.mca",,"Microsoft Corporation","0.078125","16.0.14326.22041","16.0.14326.22041","Microsoft Outlook","Microsoft Office","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3672","8",,"False","9/9/2024 12:16:40 PM",,"22984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","40408","40408","47620096","47620096","991216","991216","48435200","48435200","96362496","96362496","2203938168832","619945984","True","Normal","47620096","47620096","255","1",,"System.Diagnostics.ProcessThreadCollection","956","2203929780224","611557376","False",,,,"2150400","2150400",,"System.Diagnostics.ProcessModule (HxOutlook.exe)","00:00:00.0312500","00:00:00.0781250","00:00:00.0468750","HxOutlook","9571384","Mail","False",,
"HxTsr","1","642","2203558100992","34537472","9109504","27128","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22041.0_x64__8wekyb3d8bbwe\HxTsr.exe","""C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22041.0_x64__8wekyb3d8bbwe\HxTsr.exe"" -ServerName:Hx.IPC.Server",,"Microsoft Corporation","0.109375","16.0.14326.22041","16.0.14326.22041","Microsoft Outlook Communications","Microsoft Office","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5380","8",,"False","9/9/2024 12:04:01 PM",,"12308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","27128","27128","9109504","9109504","355736","355736","9998336","9998336","42041344","42041344","2203571671040","253448192","True","Normal","9109504","9109504","255","1",,"System.Diagnostics.ProcessThreadCollection","642","2203558100992","239878144","False",,,,"34537472","34537472",,"System.Diagnostics.ProcessModule (HxTsr.exe)","00:00:00.0625000","00:00:00.1093750","00:00:00.0468750","HxTsr","0","","True",,
"Idle","0","0","8192","8192","61440","272",,,,,,,,,,"Process",,,"0",,,,,"0",".",,,,"272","272","61440","61440","0","0","61440","61440","8192","8192","8192","8192",,,"61440","61440",,"0",,"System.Diagnostics.ProcessThreadCollection","0","8192","8192","False",,,,"8192","8192",,,,,,"Idle","0","","True",,
"igfxCUIServiceN","0","195","2203406045184","9375744","2641920","11480",,,,,,,,,,"Process",,,"8",,,,,"2208",".",,,,"11480","11480","2641920","2641920","97760","97760","2953216","2953216","10461184","10461184","2203422507008","104284160",,,"2641920","2641920",,"0",,"System.Diagnostics.ProcessThreadCollection","195","2203406045184","87822336","False",,,,"9375744","9375744",,,,,,"igfxCUIServiceN","0","","True",,
"igfxEMN","1","545","2203466825728","14471168","4485120","15488","C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b20183c0e1a9d643\igfxEMN.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\cui_dch.inf_amd64_b20183c0e1a9d643\igfxEMN.exe""",,"Intel Corporation","3.578125","6.15.101.5333","6.15.101.5333","igfxEM Module","Intel(R) Common User Interface","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5232","8",,"False","8/22/2024 8:04:58 AM",,"1792",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15488","15488","4485120","4485120","216088","216088","4575232","4575232","15224832","15224832","2203481501696","163278848","True","Normal","4485120","4485120","255","1",,"System.Diagnostics.ProcessThreadCollection","545","2203466825728","148602880","False",,,,"14471168","14471168",,"System.Diagnostics.ProcessModule (igfxEMN.exe)","00:00:03","00:00:03.5781250","00:00:00.5781250","igfxEMN","0","","True",,
"IntelAudioService","0","407","4912951296","30388224","37924864","54368",,,,,,,,,,"Process",,,"8",,,,,"4252",".",,,,"54368","54368","37924864","37924864","265280","265280","43118592","43118592","59715584","59715584","5011308544","716341248",,,"37924864","37924864",,"0",,"System.Diagnostics.ProcessThreadCollection","407","4912951296","617984000","False",,,,"30388224","30388224",,,,,,"IntelAudioService","0","","True",,
"IntelCpHDCPSvc","0","149","2203401572352","5730304","1413120","8080",,,,,,,,,,"Process",,,"8",,,,,"1872",".",,,,"8080","8080","1413120","1413120","98384","98384","1560576","1560576","6479872","6479872","2203406815232","88592384",,,"1413120","1413120",,"0",,"System.Diagnostics.ProcessThreadCollection","149","2203401572352","83349504","False",,,,"5730304","5730304",,,,,,"IntelCpHDCPSvc","0","","True",,
"jhi_service","0","147","2203397865472","6324224","1392640","9312",,,,,,,,,,"Process",,,"8",,,,,"4328",".",,,,"9312","9312","1392640","1392640","89240","89240","1540096","1540096","6959104","6959104","2203404156928","85934080",,,"1392640","1392640",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203397865472","79642624","False",,,,"6324224","6324224",,,,,,"jhi_service","0","","True",,
"LockApp","1","948","2203815469056","77139968","64532480","38152","C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe","""C:\WINDOWS\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe"" -ServerName:WindowsDefaultLockScreen.AppX7y4nbzq37zn4ks9k7amqjywdat7d3j2z.mca",,"Microsoft Corporation","37.921875","10.0.22621.4037 (WinBuild.160101.0800)","10.0.22621.4037","LockApp.exe","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4876","8",,"False","8/22/2024 9:31:26 AM",,"16984",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38152","38152","64532480","64532480","867528","867528","80748544","80748544","150642688","150642688","2203848232960","530010112","True","Normal","64532480","64532480","255","1",,"System.Diagnostics.ProcessThreadCollection","948","2203815469056","497246208","False",,,,"77139968","77139968",,"System.Diagnostics.ProcessModule (LockApp.exe)","00:00:06.2656250","00:00:37.9218750","00:00:31.6562500","LockApp","0","","True",,
